"filename","year","species","sitetype","volume","detections_algo1_50q_40s","detections_algo1_60q_50s","detections_algo1_70q_60s","detections_algo2_50q_40s","detections_algo2_60q_50s","detections_algo2_70q_60s"
"635","Sound P14-D03-137_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"636","Sound P14-D03-137_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"637","Sound P14-D03-162_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"638","Sound P14-D03-162_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"639","Sound P14-D03-162_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"640","Sound P14-D03-187_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"641","Sound P14-D03-187_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"642","Sound P14-D03-187_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"643","Sound P14-D03-212_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"644","Sound P14-D03-212_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"645","Sound P14-D03-212_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"646","Sound P14-D03-237_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"647","Sound P14-D03-237_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"648","Sound P14-D03-237_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"649","Sound P14-D03-262_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"650","Sound P14-D03-262_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"651","Sound P14-D03-262_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"652","Sound P14-D03-287_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"653","Sound P14-D03-287_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"654","Sound P14-D03-287_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"655","Sound P14-D03-312_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"656","Sound P14-D03-312_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"657","Sound P14-D03-312_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"658","Sound P14-D03-337_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"659","Sound P14-D03-337_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"660","Sound P14-D03-337_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"661","Sound P14-D03-362_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"662","Sound P14-D03-362_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"663","Sound P14-D03-362_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"664","Sound P14-D03-37_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"665","Sound P14-D03-37_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"666","Sound P14-D03-37_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"667","Sound P14-D03-387_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"668","Sound P14-D03-387_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"669","Sound P14-D03-387_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"670","Sound P14-D03-412_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"671","Sound P14-D03-412_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"672","Sound P14-D03-412_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"673","Sound P14-D03-462_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"674","Sound P14-D03-462_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"675","Sound P14-D03-462_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"676","Sound P14-D03-512_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"677","Sound P14-D03-512_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"678","Sound P14-D03-512_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"679","Sound P14-D03-562_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"680","Sound P14-D03-562_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"681","Sound P14-D03-562_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"682","Sound P14-D03-612_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"683","Sound P14-D03-612_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"684","Sound P14-D03-612_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"685","Sound P14-D03-62_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"686","Sound P14-D03-62_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"687","Sound P14-D03-62_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"688","Sound P14-D03-662_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"689","Sound P14-D03-662_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"690","Sound P14-D03-662_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"691","Sound P14-D03-712_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"692","Sound P14-D03-712_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"693","Sound P14-D03-712_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"694","Sound P14-D03-762_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"695","Sound P14-D03-762_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"696","Sound P14-D03-762_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"697","Sound P14-D03-812_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"698","Sound P14-D03-812_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"699","Sound P14-D03-812_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"700","Sound P14-D03-87_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"701","Sound P14-D03-87_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"702","Sound P14-D03-87_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"703","Sound P14-D03-912_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"704","Sound P14-D03-912_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"705","Sound P14-D03-912_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"706","Sound P14-D04-1012_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"707","Sound P14-D04-1012_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"708","Sound P14-D04-1012_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"709","Sound P14-D04-1112_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"710","Sound P14-D04-1112_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"711","Sound P14-D04-1112_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"712","Sound P14-D04-112_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"713","Sound P14-D04-112_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"714","Sound P14-D04-112_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"715","Sound P14-D04-12_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"716","Sound P14-D04-12_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"717","Sound P14-D04-12_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"718","Sound P14-D04-1212_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"719","Sound P14-D04-1212_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"720","Sound P14-D04-1212_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"721","Sound P14-D04-1312_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"722","Sound P14-D04-1312_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"723","Sound P14-D04-1312_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"724","Sound P14-D04-137_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"725","Sound P14-D04-137_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"726","Sound P14-D04-137_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"727","Sound P14-D04-162_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"728","Sound P14-D04-162_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"729","Sound P14-D04-162_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"730","Sound P14-D04-187_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"731","Sound P14-D04-187_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"732","Sound P14-D04-187_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"733","Sound P14-D04-212_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"734","Sound P14-D04-212_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"735","Sound P14-D04-212_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"736","Sound P14-D04-237_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"737","Sound P14-D04-237_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"738","Sound P14-D04-237_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"739","Sound P14-D04-262_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"740","Sound P14-D04-262_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"741","Sound P14-D04-262_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"742","Sound P14-D04-287_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"743","Sound P14-D04-287_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"744","Sound P14-D04-287_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"745","Sound P14-D04-312_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"746","Sound P14-D04-312_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"747","Sound P14-D04-312_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"748","Sound P14-D04-337_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"749","Sound P14-D04-337_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"750","Sound P14-D04-337_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"751","Sound P14-D04-362_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"752","Sound P14-D04-362_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"753","Sound P14-D04-362_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"754","Sound P14-D04-37_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"755","Sound P14-D04-37_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"756","Sound P14-D04-37_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"757","Sound P14-D04-387_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"758","Sound P14-D04-387_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"759","Sound P14-D04-387_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"760","Sound P14-D04-412_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"761","Sound P14-D04-412_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"762","Sound P14-D04-412_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"763","Sound P14-D04-462_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"764","Sound P14-D04-462_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"765","Sound P14-D04-462_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"766","Sound P14-D04-512_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"767","Sound P14-D04-512_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"768","Sound P14-D04-512_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"769","Sound P14-D04-562_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"770","Sound P14-D04-562_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"771","Sound P14-D04-562_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"772","Sound P14-D04-612_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"773","Sound P14-D04-612_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"774","Sound P14-D04-612_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"775","Sound P14-D04-62_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"776","Sound P14-D04-62_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"777","Sound P14-D04-62_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"778","Sound P14-D04-662_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"779","Sound P14-D04-662_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"780","Sound P14-D04-662_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"781","Sound P14-D04-712_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"782","Sound P14-D04-712_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"783","Sound P14-D04-712_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"784","Sound P14-D04-762_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"785","Sound P14-D04-762_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"786","Sound P14-D04-762_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"787","Sound P14-D04-812_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"788","Sound P14-D04-812_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"789","Sound P14-D04-812_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"790","Sound P14-D04-87_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"791","Sound P14-D04-87_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"792","Sound P14-D04-87_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"793","Sound P14-D04-912_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"794","Sound P14-D04-912_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"795","Sound P14-D04-912_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"796","Sound P14-D05-1012_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"797","Sound P14-D05-1012_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"798","Sound P14-D05-1012_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"799","Sound P14-D05-112_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"800","Sound P14-D05-112_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"801","Sound P14-D05-112_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"802","Sound P14-D05-12_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"803","Sound P14-D05-12_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"804","Sound P14-D05-12_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"805","Sound P14-D05-137_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"806","Sound P14-D05-137_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"807","Sound P14-D05-137_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"808","Sound P14-D05-162_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"809","Sound P14-D05-162_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"810","Sound P14-D05-162_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"811","Sound P14-D05-187_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"812","Sound P14-D05-187_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"813","Sound P14-D05-187_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"814","Sound P14-D05-212_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"815","Sound P14-D05-212_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"816","Sound P14-D05-212_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"817","Sound P14-D05-237_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"818","Sound P14-D05-237_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"819","Sound P14-D05-237_5m_TEWA90dB.wav",2014,"TEWA","deciduous",90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"820","Sound P14-D05-262_5m_TEWA80dB.wav",2014,"TEWA","deciduous",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"821","Sound P14-D05-262_5m_TEWA85dB.wav",2014,"TEWA","deciduous",85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
